,Author,Books,Year Published,Pages
3895,Richard Garcia,Crystal Caves,1783,4449
3896,James Ross,Hunger Games,1566,1045
3897,Kevin Ellis,Last Voyage,1854,3971
3898,Gregory Gibbs,Beneath the Silver Moon,1587,3230
3899,John Thomas,Art of Deception,1880,1725
3900,Wendy Walton,Midnight Garden,1817,2482
3901,Victoria Brown,Emerald City,1613,1677
3902,Lisa Rios,Whispers in the Dark,1559,947
3903,Paul White,Lost Kingdom,1931,3516
3904,Michael Martinez,Rising Sun,1824,3307
3905,William Ortiz,Girl on the Train,1825,4277
3906,Jeffrey Williams,Road,1645,4678
3907,William Hamilton,River of Dreams,1805,3201
3908,Jacqueline Brown,Shades of Grey,1535,3558
3909,Judy Rose,Fault in Our Stars,1865,2919
3910,Wilma Jackson,Dark Tower,1937,3240
3911,Michelle Johnson,Song of Ice and Fire,1545,1889
3912,Michelle Johnson,Silent Forest,2001,3323
3913,Megan Knight,Catcher in the Rye,1945,3561
3914,Kenneth May,Girl on the Train,1824,105
3915,Carol Sullivan,Ruby Red Door,1890,1032
3916,Howard Jenkins,Knight's Code,1680,3563
3917,Eric Davis,White Queen,1754,2043
3918,Helen Hernandez,Last Voyage,1546,2388
3919,Wayne Morrison,Shades of Grey,1721,4383
3920,Sherry Bennett,Beneath the Silver Moon,1581,4885
3921,Wayne Morrison,Girl on the Train,1925,2236
3922,Melissa Hall,Dragon's Lair,1611,1291
3923,Daniel Craig,Handmaid's Tale,1703,4491
3924,Richard Freeman,Echoes of the Past,1891,2035
3925,Robert Evans,Song of Achilles,1597,2187
3926,Anthony Lee,Clockwork Angel,1946,3085
3927,Wayne Morrison,Dark Tower,1802,1133
3928,Erin Gonzales,Forgotten Realm,1556,3964
3929,Mary Abbott,Glass Castle,1735,1914
3930,Anthony Lee,Valley of Dreams,1742,1136
3931,Paul Graham,Song of Achilles,1561,373
3932,Jacqueline Brown,Beyond the Horizon,1615,1765
3933,Janet Baldwin,Knight's Code,1563,2776
3934,Ella Harrison,Twist of Fate,1782,2448
3935,Michael Patterson,Queen's Gambit,1726,392
3936,Mary Abbott,Shadow of the Moon,1517,3430
3937,Mary Graham,Fire Within,1716,3980
3938,Leonard Stevenson,Mask of Deception,1614,4656
3939,Rosemary Wright,Handmaid's Tale,1577,2770
3940,Ella Harrison,Queen's Gambit,1620,1599
3941,Rita Powell,Beneath the Silver Moon,1647,2989
3942,William Doyle,Lovely Bones,1733,2551
3943,Randy Parker,Maze Runner,1926,169
3944,John Ryan,Crown of Thorns,1502,4272
3945,William Hamilton,Road,1548,473
3946,James Ross,Giver,1797,207
3947,Tracey Walker,Whispering Wind,1805,1730
3948,Jeffrey Bowers,Hunger Games,1791,1525
3949,Lauren Holland,Crystal Caves,1738,4127
3950,Leah Manning,Hunger Games,1834,3358
3951,Michelle Johnson,Ruby Red Door,1869,4612
3952,Juan Thompson,Fault in Our Stars,1878,613
3953,Lauren Holland,Black Cat,1543,4362
3954,Carole Kelly,Giver,1975,972
3955,Leonard Stevenson,Alchemist,1766,2257
3956,Megan Knight,Emerald Isle,1654,3240
3957,Michelle Johnson,Song of Ice and Fire,1614,2827
3958,Ann Henderson,Secret Key,1792,3595
3959,James Hill,Girl on the Train,1898,1955
3960,William Hamilton,Tears of a Clown,1906,785
3961,Michael Martinez,Tears of the Moon,1847,962
3962,Juan Thompson,Enchanted Castle,1835,1575
3963,Carol Sullivan,Kite Runner,1606,699
3964,Virginia Jackson,Witch of Blackbird Pond,1640,2744
3965,William Ortiz,Enigma of Love,1547,307
3966,Patrick Hall,Forbidden Forest,1960,101
3967,Carol Sullivan,Queen's Necklace,1624,4548
3968,Lauren Holland,Crystal Caves,1919,3231
3969,Howard Jenkins,Blood of Our Fathers,1531,4117
3970,Carol Sullivan,Black Cat,1910,3920
3971,Frances Rose,Lighthouse Keeper,1951,374
3972,Michelle Johnson,Giver,1706,3457
3973,Charles Johnson,Enigma of Love,1515,3980
3974,William Hamilton,Tears of the Moon,1630,3263
3975,Deanna Owens,Maze Runner,2016,3991
3976,Alberto Brown,Handmaid's Tale,1538,1290
3977,Janet Baldwin,Great Gatsby,1699,1026
3978,Megan Knight,Mirror of Truth,1874,786
3979,Paul Graham,Forgotten Realm,1744,3864
3980,Laura Hernandez,Handmaid's Tale,1788,1453
3981,Diane Robbins,Mirror of Truth,1952,1379
3982,Sherry Bennett,In the Arms of the Sea,1841,2712
3983,Kelly Franklin,Lost City of Atlantis,1691,3884
3984,Albert Mills,Catcher in the Rye,1800,2405
3985,Dana Huff,Warrior's Heart,1779,2530
3986,Thomas Cain,Dragon's Eye,1547,2133
3987,Ann Henderson,Secret Garden,1574,864
3988,Paul Graham,Book Thief,1670,710
3989,Victor Davis,Knight's Code,1959,2731
3990,James Ross,Art of Deception,1668,2298
3991,Beatrice Ortiz,Clockwork Angel,1682,425
3992,William Hamilton,Ruby Red Door,1667,4877
3993,Maria Webb,Girl with the Sapphire Eyes,1740,245
3994,Nancy Horton,Midnight Garden,1906,4207
3995,Evelyn Smith,Midnight Carnival,1830,4022
3996,James Hill,Book Thief,1611,3929
3997,Howard Jenkins,Crown of Thorns,1804,3732
3998,Jessie Bowman,Heart of the Forest,1723,1436
3999,Lisa Rios,Song of Achilles,1577,2406
4000,Jacqueline Brown,Rising Sun,1967,619
4001,Carole Kelly,Martian,1999,2497
4002,Virginia Jackson,Kite Runner,1994,4069
4003,Tracey Walker,Song of Ice and Fire,1863,2801
4004,Richard Garcia,Song of Ice and Fire,1864,1271
4005,Wilma Jackson,Black Cat,1866,1556
4006,Michelle Johnson,Martian,1500,916
4007,Michael Patterson,Witching Hour,1854,4441
4008,Howard Jenkins,Silver Lining,1971,811
4009,Patrick Hall,Dragon's Lair,1949,419
4010,Barbara Farmer,Whispering Wind,1564,1456
4011,Wayne Morrison,Sands of Time,1742,3027
4012,Deanna Owens,Silent Forest,1501,197
4013,Carole Kelly,Glass Castle,1947,601
4014,Carole Kelly,Curse of the Pharaohs,1630,2237
4015,Kimberly Medina,Queen's Gambit,1533,3399
4016,William Ortiz,Echoes of the Past,1702,2645
4017,Anthony Davis,Silent Forest,1733,1014
4018,Randy Parker,Mists of Avalon,1731,1251
4019,Deanna Owens,Lost City of Atlantis,1620,1499
4020,Michelle Wis,Mirror of Truth,1956,3105
4021,Helen Hernandez,Golden Compass,1918,942
4022,Randy Parker,Echoes of the Past,1730,3519
4023,Alberto Brown,Forbidden Forest,1536,1212
4024,Kevin Ellis,Forgotten Realm,1964,121
4025,Christine Miles,Pirate's Treasure,1847,4504
4026,Mary Abbott,Sands of Time,1675,4064
4027,Bernard Brown,Great Gatsby,1997,2813
4028,Ashley Doyle,Glass Castle,1835,1998
4029,Michelle Johnson,Wonders of the World,1663,4444
4030,Robert Barrett,Lost Kingdom,1953,1523
4031,Evelyn Smith,Sands of Time,1974,3884
4032,Thomas Cain,Blood of Our Fathers,1841,2633
4033,Michael Smith,Lord of the Rings,1953,4475
4034,Thomas Cain,Curse of the Pharaohs,2006,3880
4035,Richard Garcia,Help,1787,469
4036,Patrick Hall,Song of Achilles,1833,2002
4037,Wilma Jackson,Secret Garden,1814,527
4038,Kenneth May,Fire Within,1614,2971
4039,Diana Terry,Dragon's Lair,1967,3882
4040,Helen Hernandez,Tears of a Clown,2000,3978
4041,Kimberly Medina,Moonlit Path,1985,4918
4042,Virginia Jackson,Midnight Serenade,1509,4553
4043,Barbara Farmer,Dark Tower,1651,534
4044,Diana Terry,Mirror of Truth,1585,402
4045,James Ross,Witch of Blackbird Pond,1929,1717
4046,Wilma Jackson,Midnight Serenade,1522,455
4047,Gary Johnson,Midnight Garden,1834,4748
4048,Ella Harrison,Queen's Necklace,1532,2915
4049,Tyrone Evans,Girl with the Dragon Tattoo,1901,4660
4050,Lauren Holland,Queen's Gambit,1546,504
4051,Victoria Brown,Road,1561,2796
4052,William Doyle,Mists of Avalon,1657,218
4053,Sherry Bennett,Book Thief,2013,4623
4054,Barbara Farmer,Golden Child,1888,3488
4055,Mary Abbott,Queen's Necklace,1533,1065
4056,Leonard Stevenson,Ruby Red Door,1661,2021
4057,Edward May,Girl with the Dragon Tattoo,1828,4460
4058,Diane Robbins,Crown of Thorns,1714,3952
4059,Eric Davis,Fire Within,1589,3099
4060,Randy Parker,Shac,1625,3956
4061,Megan Knight,Valley of Dreams,1604,785
4062,Eva Wright,Secret Life of Bees,1637,3444
4063,Thomas Cain,Whispers in the Dark,1792,4460
4064,Mary Graham,Alchemist,1679,3074
4065,Erin Gonzales,Whispering Wind,1509,2384
4066,Carol Sullivan,Echoes of the Past,1671,4713
4067,Leonard Stevenson,Emerald City,1541,3969
4068,William Ortiz,Shadow of the Moon,1508,1099
4069,Diana Terry,Golden Compass,1860,241
4070,Ted Smith,Catcher in the Rye,1625,3711
4071,Evelyn Smith,Pirate's Treasure,2000,4059
4072,William Hamilton,Shades of Grey,1875,3879
4073,Lauren Holland,Book Thief,1634,2851
4074,Robert Evans,Tears of a Clown,1740,4195
4075,Michelle Wis,Silent Forest,1509,4625
4076,Lisa Rios,Great Gatsby,1890,4369
4077,Rita Powell,Tears of a Clown,2018,4314
4078,Erin Gonzales,Book Thief,1714,2147
4079,Leonard Stevenson,Lost Kingdom,1523,2806
4080,Emily Moore,Martian,1549,917
4081,Maria Webb,Help,1955,4346
4082,Alberto Brown,Beyond the Horizon,1654,4037
4083,Juan Thompson,Shac,1585,3744
4084,Ella Harrison,Moonlit Path,1762,2748
4085,Albert Mills,Alchemist,1637,513
4086,Mary Graham,Midnight Serenade,1953,3428
4087,Mary Abbott,Emerald City,1959,603
4088,Michelle Wis,Dragon's Lair,1672,463
4089,Diane Robbins,Crystal Caves,2002,3072
4090,Robert Barrett,Silence of the Lambs,1532,3942
4091,Deanna Owens,Help,1907,3410
4092,Wendy Walton,Curse of the Pharaohs,1848,1395
4093,Erin Gonzales,White Queen,1718,287
4094,Melissa Hall,Alchemist,1867,4734
4095,Helen Hernandez,Giver,1663,4401
4096,Linda Ward,Lord of the Rings,1735,3385
4097,Timothy Griffin,Maze Runner,1761,4492
4098,Cindy Gilbert,Cursed Castle,1795,2607
4099,Diane Robbins,Whispering Wind,1989,1559
4100,Anthony Lee,Dark Tower,1751,1970
4101,Leah Manning,Dragon's Roar,1662,2660
4102,Richard Freeman,Girl on the Train,1503,3323
4103,Gary Johnson,Hunger Games,1796,537
4104,Gregory Gibbs,Emerald Isle,1949,3911
4105,Patricia Simpson,Secret Life of Bees,1696,2431
4106,Eva Wright,Silver Lining,1589,4511
4107,Rosemary Lucas,Girl on the Train,1960,1297
4108,Lydia Martinez,Help,1769,1555
4109,Thomas Simmons,Midnight Carnival,1536,1736
4110,James Hill,Catcher in the Rye,2012,2907
4111,James Hill,Clockwork Angel,1900,1097
4112,Carole Kelly,Shadows of the Night,1517,4246
4113,Robert Evans,Edge of Tomorrow,1702,2579
4114,Randy Parker,Art of Deception,1563,3850
4115,Maria Webb,Phantom of the Opera,1905,2030
4116,Thomas Simmons,Mirror of Truth,1900,3011
4117,Laura Hernandez,Last Voyage,1971,3085
4118,Howard Jenkins,Beyond the Horizon,1942,3118
4119,Kenneth May,Queen's Gambit,1799,2758
4120,Leah Manning,Blood Red Rose,1835,4387
4121,Edward May,Lord of the Rings,1940,1295
4122,Michelle Wis,Tears of a Clown,1552,1359
4123,Diana Terry,Beneath the Silver Moon,1945,3873
4124,Deanna Owens,Dragon's Lair,1731,961
4125,Rosemary Lucas,Golden Compass,1761,3596
4126,Frances Rose,Fire Within,1538,1587
4127,Kelly Franklin,Cursed Castle,1511,1256
4128,Ernest Torres,Fault in Our Stars,1701,3062
4129,Juan Thompson,Secret Life of Bees,1867,2077
4130,Carole Kelly,Whispers in the Dark,1854,3006
4131,Beatrice Ortiz,Rising Sun,1550,3507
4132,Wendy Walton,Golden Compass,1612,2840
4133,Melissa Hall,Forgotten Realm,1598,1067
4134,Jacqueline Brown,Echoes of the Past,1824,1598
4135,Tyrone Evans,Time Traveler's Wife,1767,4096
4136,Judy Rose,Midnight Garden,2006,4273
4137,Mary Graham,Beneath the Silver Moon,1669,1026
4138,Ernest Torres,Witch of Blackbird Pond,1766,600
4139,Wendy Walton,Wonders of the World,1810,4588
4140,Victor Davis,Dark Tower,1979,4331
4141,Frances Rose,Giver,1948,1190
4142,Rosemary Wright,Secret Garden,1797,1171
4143,Michelle Johnson,Moonlit Path,1508,4539
4144,Anthony Lee,Sands of Time,1632,1232
4145,Dana Huff,Time Traveler's Wife,1979,3281
4146,Michelle Johnson,Emerald City,2001,2383
4147,James Hill,Dragon's Eye,1966,4421
4148,Leonard Stevenson,Mirror of Truth,1574,4730
4149,Michelle Wis,Kite Runner,1570,1319
4150,James Ross,Wonders of the World,1892,4679
4151,Derrick Brady,Shadows of the Night,1561,280
4152,Diane Robbins,White Queen,1526,3184
4153,Linda Ward,Phantom of the Opera,1959,3309
4154,Jeffrey Williams,Glass Castle,1531,3773
4155,Tyrone Evans,Silence of the Lambs,2019,1298
4156,Lisa Rios,Golden Child,1896,2071
4157,Emily Moore,Secret Key,1593,4741
4158,Edward May,Forgotten Realm,2007,2632
4159,Jeffrey Williams,Hunger Games,1626,4698
4160,Judy Rose,Hunger Games,1614,977
4161,Ted Smith,Shades of Grey,1554,3000
4162,Sherry Bennett,Sands of Time,1707,2203
4163,Derrick Brady,Last Train Home,1782,3401
4164,Megan Knight,Tears of the Moon,1736,105
4165,Thomas Cain,Witching Hour,1878,793
4166,Megan Knight,Shades of Grey,1882,1214
4167,Howard Jenkins,Valley of Dreams,1735,2535
4168,Lydia Martinez,Silence of the Lambs,1737,962
4169,Robert Barrett,Alchemist,1806,1710
4170,Jeffrey Williams,Book of Miracles,1867,4792
4171,William Ortiz,Dragon's Eye,1664,1502
4172,Dana Huff,Book Thief,2009,2051
4173,Cindy Gilbert,Golden Child,1748,1825
4174,Eva Wright,Mists of Avalon,1826,3152
4175,Patricia Meyer,Hunger Games,1974,1461
4176,Patrick Hall,Dark Tower,1738,4164
4177,Jeffrey Williams,Golden Child,1601,1154
4178,Jacqueline Brown,Pirate's Treasure,1681,2910
4179,Ella Harrison,Shadow of the Moon,1927,297
4180,Cindy Gilbert,Book of Miracles,2007,4387
4181,Thomas Cain,Shac,1569,4743
4182,Lisa Rios,Warrior's Heart,1794,4240
4183,Ann Henderson,Silent Forest,1901,3051
4184,Robert Evans,Mask of Deception,1900,4857
4185,Deanna Owens,Silver Lining,1843,2403
4186,Megan Knight,Sands of Time,1634,3191
4187,Bernard Brown,Girl with the Dragon Tattoo,1964,1694
4188,William Ortiz,Moonlit Path,1692,3532
4189,Kimberly Medina,Mirror of Truth,1824,1304
4190,Sandra Craig,Fault in Our Stars,1660,3470
4191,Kenneth May,White Queen,1863,815
4192,Robert Barrett,Dragon's Lair,1525,4783
4193,Sandra Craig,Moonlit Path,1910,779
4194,Victor Davis,Whispers in the Dark,1691,1459
4195,Gary Johnson,Secret Society,1953,3960
4196,Richard Garcia,Valley of Dreams,1941,1973
4197,Ella Harrison,Night Circus,1743,3606
4198,Gregory Gibbs,Dance with Destiny,1719,1989
4199,William Hamilton,Phantom of the Opera,1874,3405
4200,Patricia Simpson,Golden Child,2023,470
4201,Janet Baldwin,Cursed Castle,1809,4549
4202,Eva Wright,Valley of Dreams,1656,457
4203,Ann Henderson,Shades of Grey,1765,2888
4204,Robert Barrett,Forbidden Forest,2022,4366
4205,Kenneth May,Dark Tower,1824,1378
4206,Jeffrey Bowers,Midnight Garden,1856,2188
4207,Ernest Torres,Da Vinci Code,1565,3568
4208,Carole Kelly,Valley of Dreams,1619,1261
4209,Kelly Franklin,Secret Garden,1755,4417
4210,Anthony Davis,Girl on the Train,1681,2204
4211,John Ryan,Da Vinci Code,1648,2064
4212,Kenneth May,Glass Castle,1658,3192
4213,Virginia Jackson,Queen's Necklace,1776,1192
4214,Melissa Hall,Book of Miracles,1983,1836
4215,Delores Brown,Tears of a Clown,1663,4212
4216,Michelle Johnson,Silence of the Lambs,1714,3622
4217,Patricia Simpson,Midnight Carnival,1649,1772
4218,Frances Rose,Pirate's Treasure,1912,2529
4219,Michael Martinez,Phantom of the Opera,1782,1319
4220,Rita Powell,Book of Miracles,2023,2945
4221,Jacqueline Brown,Midnight Garden,1778,1311
4222,Rosemary Wright,Whispering Wind,1935,2967
4223,Paul White,Cursed Castle,1573,4900
4224,Cindy Gilbert,Enigma of Love,1809,4878
4225,Gary Johnson,Kite Runner,1926,2249
4226,Connie Howell,Road,1761,3802
4227,Helen Hernandez,Handmaid's Tale,1650,3053
4228,Judy Rose,Alchemist,1752,2881
4229,Carol Sullivan,Sands of Time,1575,1444
4230,Howard Jenkins,Lost City of Atlantis,1577,2784
4231,Eva Wright,Moonlit Path,1731,4370
4232,Eric Davis,Fire Within,1659,4594
4233,Jeffrey Bowers,Shac,1860,4696
4234,Anthony Lee,Girl with the Sapphire Eyes,1788,329
4235,Connie Howell,Dark Tower,1603,641
4236,Erin Gonzales,Enchanted Princess,1576,4509
4237,Wilma Jackson,Lighthouse Keeper,2022,4745
4238,Eric Davis,Enchanted Castle,1887,3508
4239,Patricia Meyer,Giver,1952,3436
4240,Carole Kelly,Shac,2022,1959
4241,Carole Kelly,Help,1961,2798
4242,Albert Mills,Forbidden Forest,1699,3344
4243,Wendy Walton,Edge of Tomorrow,1936,3876
4244,Carol Sullivan,Enchanted Castle,1819,1567
4245,Victoria Brown,Giver,1852,4725
4246,Christine Miles,Road,1633,1389
4247,Lisa Rios,Alchemist,1617,4326
4248,Lauren Holland,Tears of the Moon,1502,912
4249,Maria Webb,Emerald City,1867,783
4250,Diana Terry,Emerald Isle,1528,2351
4251,Cindy Gilbert,Blood Red Rose,1989,4426
4252,Dana Huff,Forbidden Forest,1833,3727
4253,William Doyle,Last Train Home,1747,4303
4254,Anthony Davis,Catcher in the Rye,1786,3286
4255,Jessie Bowman,Book of Miracles,1959,1095
4256,Thomas Cain,Pirate's Treasure,1888,2933
4257,James Ross,Mirror of Truth,1900,4625
4258,Eva Wright,Maze Runner,1960,3901
4259,Paul White,Handmaid's Tale,1702,4445
4260,William Hamilton,Warrior's Heart,1831,1656
4261,Anthony Davis,Mirror of Truth,2014,2785
4262,Howard Jenkins,Mirror of Truth,1681,930
4263,Gary Johnson,Art of Deception,1701,3951
4264,Jacqueline Brown,Song of Achilles,1604,3161
4265,Richard Garcia,Last Train Home,1788,3279
4266,Victoria Brown,Pirate's Treasure,1777,3204
4267,Delores Brown,Time Traveler's Wife,1851,3866
4268,Albert Mills,Whispering Wind,1562,2934
4269,Evelyn Smith,Art of Deception,1555,3667
4270,Juan Thompson,Wonders of the World,1784,921
4271,Leah Manning,Golden Compass,1753,3568
4272,Rosemary Wright,Secret Garden,1642,2000
4273,Diana Terry,Emerald City,1529,4316
4274,William Doyle,Giver,1557,2326
4275,Patrick Hall,Dragon's Roar,1771,1554
4276,Dana Huff,Dark Tower,1856,2650
4277,Laura Hernandez,Emerald Isle,1565,3378
4278,Paul Graham,Handmaid's Tale,1762,3501
4279,Anthony Davis,Martian,1696,3012
4280,Helen Hernandez,Last Voyage,1900,1692
4281,Dana Huff,Kite Runner,1935,3236
4282,Virginia Jackson,Secret Society,1598,1881
4283,John Ryan,Emerald Isle,2004,916
4284,Linda Ward,Wonders of the World,1782,4786
4285,Carole Kelly,Midnight Carnival,1629,2648
4286,Randy Parker,Book of Miracles,1781,3624
4287,Lydia Martinez,Dragon's Lair,1574,4432
4288,Gary Johnson,Tears of a Clown,1997,2447
4289,Robert Barrett,Last Train Home,1899,4256
4290,Barbara Farmer,Secret Society,1789,4835
4291,James Hill,Crystal Caves,1864,1362
4292,Megan Knight,Crystal Caves,1629,2129
4293,Sherry Bennett,Fault in Our Stars,1858,601
4294,Mary Graham,Shac,1872,832
4295,Ella Harrison,Forgotten Realm,1914,632
4296,Sandra Craig,Crown of Thorns,1714,3249
4297,Patricia Meyer,Road,1670,888
4298,Lisa Rios,Book of Miracles,1928,1557
4299,Lydia Martinez,Last Train Home,1722,2758
4300,Nancy Horton,Secret Garden,1883,3558
4301,Barbara Farmer,Heart of the Forest,1768,115
4302,Michelle Johnson,Pirate's Treasure,1911,1228
4303,Derrick Brady,Glass Castle,1990,1320
4304,Virginia Jackson,Shadows of the Night,1812,2037
4305,Christine Miles,Da Vinci Code,1979,3637
4306,Erin Gonzales,Book Thief,1747,3938
4307,Eva Wright,Rising Sun,1835,4014
4308,Janet Baldwin,Mists of Avalon,1552,3102
4309,Sherry Bennett,Secret Life of Bees,1547,1807
4310,Teresa Ray,Golden Child,1853,4738
4311,Carol Sullivan,Handmaid's Tale,1683,1775
4312,Frances Rose,Enchanted Princess,1508,3215
4313,Richard Freeman,Shac,1603,1460
4314,Edward May,Dragon's Lair,1573,1981
4315,Rita Powell,Book of Miracles,1593,1376
4316,Gary Johnson,Black Cat,2014,1764
4317,Robert Evans,Ruby Red Door,1961,4522
4318,Bernard Brown,Cursed Castle,1959,4616
4319,Gary Johnson,Golden Child,1847,2698
4320,Thomas Simmons,Maze Runner,1698,919
4321,Ella Harrison,Forgotten Realm,1707,3297
4322,Erin Gonzales,Knight's Code,2017,1079
4323,Christine Miles,Whispers in the Dark,1517,201
4324,Diana Terry,Night Circus,1973,1045
4325,Victor Davis,Silent Forest,1778,2341
4326,Lydia Martinez,Book of Miracles,1745,2532
4327,Paul White,Dance with Destiny,1685,2117
4328,Timothy Griffin,Silence of the Lambs,1645,3399
4329,John Ryan,Clockwork Angel,1917,123
4330,Mary Abbott,Phantom of the Opera,1977,2500
4331,Rita Powell,Tears of the Moon,1867,346
4332,Thomas Simmons,Warrior's Heart,1553,965
4333,Ella Harrison,Lord of the Rings,1676,1977
4334,John Ryan,Golden Child,1997,4121
4335,Timothy Griffin,Moonlit Path,1566,121
4336,Rosemary Wright,Wonders of the World,1530,2526
4337,Michael Patterson,Fire Within,1835,4915
4338,Rosemary Wright,Song of Achilles,1849,2509
4339,William Ortiz,Time Traveler's Wife,1628,3787
4340,Linda Ward,Blood Red Rose,1912,2873
4341,Rita Powell,Shac,1938,1886
4342,Rita Powell,Beneath the Silver Moon,1731,3832
4343,Kimberly Medina,White Queen,1504,4749
4344,Bernard Brown,In the Arms of the Sea,1808,4110
4345,Emily Moore,Beneath the Silver Moon,1830,225
4346,Derrick Brady,Emerald Isle,1740,1402
4347,John Thomas,Help,1958,3479
4348,Janet Baldwin,Secret Garden,1758,2738
4349,Nancy Horton,White Queen,1567,2250
4350,Dana Huff,Secret Key,1528,1768
4351,Sandra Craig,Dance with Destiny,1640,2926
4352,Helen Hernandez,Silent Forest,1655,1706
4353,Christine Miles,Lovely Bones,1512,1556
4354,Howard Jenkins,Girl on the Train,1758,1451
4355,Mary Abbott,Forgotten Realm,1516,1531
4356,Cindy Gilbert,Shades of Grey,1830,781
4357,Michelle Wis,Girl on the Train,1857,3910
4358,Virginia Jackson,Giver,2023,4714
4359,James Ross,Great Gatsby,1933,2929
4360,Wilma Jackson,White Queen,1942,3876
4361,Wayne Morrison,Silence of the Lambs,1986,1810
4362,Cindy Gilbert,Maze Runner,1849,134
4363,William Ortiz,Valley of Dreams,1667,4939
4364,Jessie Bowman,Knight's Code,1646,2847
4365,Lydia Martinez,Secret Life of Bees,1565,917
4366,Richard Garcia,Queen's Necklace,1806,3845
4367,Frances Rose,Black Cat,1757,158
4368,Tyrone Evans,Fault in Our Stars,1520,4885
4369,Cindy Gilbert,Secret Life of Bees,1753,4825
4370,Bernard Brown,Blood of Our Fathers,1977,1413
4371,Wendy Walton,Girl with the Dragon Tattoo,1556,600
4372,Virginia Jackson,Art of Deception,2009,4856
4373,Patricia Simpson,Alchemist,1787,1398
4374,Patricia Simpson,Echoes of the Past,1518,768
4375,Eric Davis,Last Voyage,1625,2603
4376,Robert Evans,Lighthouse Keeper,1821,4372
4377,Diane Robbins,Queen's Gambit,1874,3290
4378,Laura Hernandez,Last Voyage,1745,1799
4379,Jeffrey Bowers,Midnight Garden,1793,1537
4380,Erin Gonzales,Tears of the Moon,1542,4928
4381,Paul Graham,Blood of Our Fathers,1588,326
4382,William Hamilton,Last Train Home,1934,3797
4383,Kenneth May,Golden Child,1513,1424
4384,Alberto Brown,Shadows of the Night,1620,2893
4385,Wayne Morrison,Shac,1878,3254
4386,Delores Brown,Lost City of Atlantis,1899,2243
4387,Leonard Stevenson,Whispers in the Dark,1603,4663
4388,Robert Barrett,Ruby Red Door,1982,844
4389,Cindy Gilbert,Maze Runner,1901,112
4390,Erin Gonzales,Emerald Isle,1626,4862
4391,Barbara Farmer,Valley of Dreams,1511,1842
4392,Tyrone Evans,Pirate's Treasure,1637,2350
4393,Thomas Simmons,Maze Runner,1712,3106
4394,Emily Moore,White Queen,1736,3318
4395,Virginia Jackson,Twist of Fate,1805,3444
4396,Sherry Bennett,Midnight Carnival,1557,3794
4397,Helen Hernandez,Midnight Carnival,1552,3033
4398,Jeffrey Bowers,Edge of Tomorrow,1610,673
4399,Patricia Simpson,Help,1538,3003
4400,Eva Wright,Secret Society,1731,351
4401,Ella Harrison,Mirror of Truth,1634,3590
4402,William Hamilton,Dance with Destiny,1776,2471
4403,Michael Martinez,Enchanted Princess,1788,3243
4404,Robert Evans,White Queen,2003,1434
4405,Paul Graham,Martian,1797,3486
4406,Mary Abbott,Knight's Code,1755,1339
4407,Rosemary Wright,Book Thief,1634,4180
4408,Jessie Bowman,Midnight Garden,1690,4560
4409,Sherry Bennett,Lost Kingdom,1625,2134
4410,Ella Harrison,Help,1548,2696
4411,Robert Evans,Song of Ice and Fire,1774,1466
4412,Ted Smith,In the Arms of the Sea,1755,2936
4413,Diana Terry,Shadows of the Night,1957,2600
4414,Deanna Owens,Queen's Gambit,1996,213
4415,Christine Miles,Shadows of the Night,2021,3093
4416,Rita Powell,Silence of the Lambs,2013,1221
4417,Lauren Holland,Dragon's Eye,1940,4530
4418,Derrick Brady,Enigma of Love,1826,3542
4419,Maria Webb,Shac,1580,4843
4420,Edward May,Beyond the Horizon,1756,1383
4421,Emily Moore,Giver,1605,152
4422,Mary Graham,Fault in Our Stars,1864,4678
4423,Michael Smith,Mists of Avalon,1531,2769
4424,Thomas Simmons,Road,1890,1899
4425,Ashley Doyle,Secret Society,1676,3185
4426,Michael Patterson,Witch of Blackbird Pond,1760,3216
4427,Carol Sullivan,Kite Runner,1739,2548
4428,Howard Jenkins,Edge of Tomorrow,1978,606
4429,Hazel Greer,Last Voyage,2014,1628
4430,Alberto Brown,Dark Tower,1750,3702
4431,Thomas Cain,Lighthouse Keeper,1761,3332
4432,Tracey Walker,Glass Castle,1942,2125
4433,Edward May,Lord of the Rings,1557,363
4434,Ella Harrison,Dance with Destiny,1614,2104
4435,Mary Graham,Secret Society,1768,3821
4436,Jessie Bowman,Secret Life of Bees,1974,4706
4437,Derrick Brady,Girl with the Dragon Tattoo,1837,1867
4438,Victor Davis,Emerald Isle,1974,3176
4439,Victor Davis,Book of Miracles,1914,926
4440,Anthony Davis,Valley of Dreams,1962,4812
4441,Barbara Farmer,Phantom of the Opera,1701,1919
4442,Patricia Simpson,Forbidden Forest,1579,1321
4443,Gary Johnson,Girl with the Sapphire Eyes,1652,3701
4444,Tracey Walker,Mask of Deception,1989,192
4445,Wilma Jackson,Night Circus,1691,392
4446,Patricia Meyer,Twist of Fate,1842,3207
4447,Connie Howell,Girl with the Dragon Tattoo,1945,495
4448,Kimberly Medina,Book Thief,1796,1791
4449,Rosemary Lucas,Ruby Red Door,1643,3295
4450,Gary Johnson,Mists of Avalon,1877,1953
4451,Paul White,Twist of Fate,1867,1798
4452,Lisa Rios,Midnight Garden,1564,1711
4453,Jeffrey Bowers,Dragon's Roar,1652,1567
4454,Kenneth May,Sands of Time,1705,2614
