,Author,Books,Year Published,Pages
48629,Thomas Cain,Lord of the Rings,1728,1998
48630,Virginia Jackson,Warrior's Heart,1905,4857
48631,Mary Graham,Silver Lining,1972,4081
48632,Emily Moore,Lost City of Atlantis,1657,189
48633,Tyrone Evans,Clockwork Angel,1635,3464
48634,Deanna Owens,Valley of Dreams,1851,980
48635,James Hill,Moonlit Path,1566,2071
48636,John Ryan,Valley of Dreams,1812,666
48637,Emily Moore,Witching Hour,1644,3782
48638,Daniel Craig,Warrior's Heart,1862,4860
48639,Connie Howell,Beneath the Silver Moon,1578,2008
48640,Tracey Walker,Witching Hour,1532,794
48641,Patricia Simpson,Beyond the Horizon,1896,3864
48642,Kenneth May,Dark Tower,1960,3513
48643,Randy Parker,Secret Garden,1906,3553
48644,Diana Terry,Martian,1785,2172
48645,Kenneth May,Shac,1594,3831
48646,John Ryan,Lighthouse Keeper,1861,3856
48647,Charles Johnson,Kite Runner,1617,173
48648,Patricia Meyer,Heart of the Forest,1599,2032
48649,Lisa Rios,Crystal Caves,1511,2025
48650,Jeffrey Bowers,Dance with Destiny,1972,1120
48651,Connie Howell,Martian,1903,3693
48652,Lydia Martinez,Dark Tower,1752,615
48653,Victor Davis,Golden Child,1739,1255
48654,Michael Martinez,Girl on the Train,1557,891
48655,Ashley Doyle,Lovely Bones,1743,378
48656,Timothy Griffin,Song of Ice and Fire,1631,1801
48657,Evelyn Smith,Mask of Deception,1692,189
48658,Edward May,White Queen,1854,2847
48659,Maria Webb,Lost City of Atlantis,1901,2667
48660,Ernest Torres,Clockwork Angel,1519,1814
48661,Eric Davis,Secrets We Keep,1505,671
48662,Patrick Hall,Midnight Carnival,1945,812
48663,Cindy Gilbert,Secret Society,1629,1778
48664,Leonard Stevenson,Handmaid's Tale,1715,1058
48665,Robert Evans,Queen's Necklace,1613,694
48666,Connie Howell,Whispers in the Dark,1898,2889
48667,Kevin Ellis,Edge of Tomorrow,1503,1598
48668,Ella Harrison,Mask of Deception,1538,3265
48669,Wendy Walton,Rising Sun,1688,3614
48670,Michelle Johnson,Mask of Deception,1845,3385
48671,John Thomas,Beneath the Silver Moon,1906,1735
48672,Patricia Simpson,Da Vinci Code,1522,499
48673,Tyrone Evans,Witch of Blackbird Pond,1877,3586
48674,Delores Brown,Great Gatsby,2003,2437
48675,Paul Graham,Queen's Necklace,1790,1735
48676,Richard Garcia,Curse of the Pharaohs,1986,3118
48677,Kevin Ellis,Handmaid's Tale,2010,1567
48678,Edward May,Great Gatsby,1704,1061
48679,Timothy Griffin,Secret Society,1960,3879
48680,Diane Robbins,Twist of Fate,1652,983
48681,William Ortiz,Beyond the Horizon,1997,1906
48682,Gregory Gibbs,Queen's Gambit,1653,1182
48683,John Thomas,Cursed Castle,1946,3814
48684,Derrick Brady,Emerald Isle,1637,1705
48685,Melissa Hall,Da Vinci Code,1918,4904
48686,Albert Mills,Girl with the Dragon Tattoo,1622,1383
48687,Evelyn Smith,Martian,1890,4132
48688,Rosemary Wright,Secret Key,1957,2458
48689,Diane Robbins,Girl on the Train,1992,4108
48690,Emily Moore,Lord of the Rings,1642,4850
48691,Delores Brown,Catcher in the Rye,1568,950
48692,Ernest Torres,Black Cat,1529,2983
48693,Randy Parker,Knight's Code,1531,4650
48694,Diana Terry,Dark Tower,1532,1326
48695,Wayne Morrison,Wonders of the World,1759,2182
48696,Christine Miles,Book of Miracles,1908,2636
48697,Randy Parker,White Queen,1905,3733
48698,Anthony Lee,Glass Castle,1563,3749
48699,Wayne Morrison,Girl with the Dragon Tattoo,1752,1416
48700,Eva Wright,Glass Castle,1785,1028
48701,Edward May,Last Train Home,1724,3883
48702,Cindy Gilbert,Road,1655,3178
48703,Connie Howell,Clockwork Angel,1746,3307
48704,Wayne Morrison,Catcher in the Rye,1641,351
48705,Jacqueline Brown,River of Dreams,1712,1156
48706,Tracey Walker,Silent Forest,1988,1509
48707,Charles Johnson,Crown of Thorns,1686,162
48708,Thomas Simmons,Curse of the Pharaohs,1656,3504
48709,Virginia Jackson,Edge of Tomorrow,1579,4191
48710,Thomas Cain,Whispering Wind,1676,3282
48711,Tracey Walker,Girl with the Sapphire Eyes,1962,4533
48712,Victoria Brown,Enchanted Princess,1524,475
48713,Kevin Ellis,Mask of Deception,1619,3164
48714,Diana Terry,In the Arms of the Sea,1557,702
48715,John Thomas,Time Traveler's Wife,1784,3516
48716,Ted Smith,Alchemist,1811,216
48717,Ella Harrison,Wonders of the World,1555,2370
48718,Paul White,Dragon's Lair,1832,928
48719,Mary Graham,Book Thief,2015,427
48720,Sandra Craig,Emerald City,1856,1094
48721,Sherry Bennett,Art of Deception,1530,3825
48722,Timothy Griffin,Hunger Games,1762,3645
48723,Sherry Bennett,Secret Garden,1828,2340
48724,Deanna Owens,Silence of the Lambs,1852,4049
48725,Linda Ward,Forgotten Realm,1769,1466
48726,Albert Mills,Secret Key,1553,675
48727,Albert Mills,Hunger Games,1619,309
48728,Mary Graham,Emerald Isle,1988,4541
48729,Anthony Davis,Golden Child,1818,2732
48730,William Hamilton,Heart of the Forest,1515,4195
48731,Michelle Johnson,Clockwork Angel,1837,2762
48732,Lisa Rios,Rising Sun,1845,3683
48733,Mary Abbott,Valley of Dreams,1865,3164
48734,Dana Huff,Book Thief,1871,1751
48735,Alberto Brown,Enchanted Castle,1759,1982
48736,Hazel Greer,Crown of Thorns,1621,4736
48737,John Ryan,Silent Forest,1570,4973
48738,Melissa Hall,Echoes of the Past,1739,4082
48739,Leonard Stevenson,Silver Lining,1844,2421
48740,Albert Mills,Queen's Necklace,1908,3327
48741,Alberto Brown,Martian,1749,316
48742,Diane Robbins,Tears of a Clown,1747,4107
48743,Paul White,Hunger Games,1784,1877
48744,Cindy Gilbert,Dark Tower,1653,658
48745,Patricia Simpson,Hunger Games,1580,1285
48746,Evelyn Smith,Time Traveler's Wife,1552,1997
48747,Christine Miles,Shades of Grey,1711,2333
48748,Lauren Holland,Rising Sun,1544,2567
48749,Barbara Farmer,Moonlit Path,1559,4248
48750,Kimberly Medina,Pirate's Treasure,1906,2235
48751,Connie Howell,Last Train Home,1701,1121
48752,Beatrice Ortiz,Twist of Fate,1889,3348
48753,James Ross,Island of Secrets,1654,4143
48754,Kimberly Medina,Night Circus,1958,4784
48755,John Ryan,Silver Lining,1507,1355
48756,Beatrice Ortiz,Last Train Home,1878,1936
48757,Jessie Bowman,Song of Ice and Fire,1955,3366
48758,Edward May,Midnight Garden,1752,3077
48759,James Hill,Pirate's Treasure,1703,4780
48760,Virginia Jackson,Kite Runner,1925,2218
48761,Lydia Martinez,Shades of Grey,1611,1885
48762,Maria Webb,Book of Miracles,1924,3207
48763,Patricia Simpson,Handmaid's Tale,1550,1139
48764,Patrick Hall,Witch of Blackbird Pond,1923,4838
48765,Rosemary Lucas,Girl with the Sapphire Eyes,1809,1977
48766,William Doyle,Forbidden Forest,1528,1886
48767,Bernard Brown,Witch of Blackbird Pond,1524,4478
48768,Lisa Rios,Emerald City,1835,1769
48769,Paul Graham,Hunger Games,1516,962
48770,Tyrone Evans,Wonders of the World,1861,3812
48771,Ted Smith,Crystal Caves,1749,1641
48772,Michelle Johnson,Midnight Garden,1516,1473
48773,Patricia Simpson,Giver,1971,1186
48774,Ashley Doyle,Dance with Destiny,2003,691
48775,William Doyle,Twist of Fate,1672,4146
48776,Michael Smith,Golden Compass,1821,579
48777,Laura Hernandez,Dragon's Roar,1865,3023
48778,Jacqueline Brown,Glass Castle,1524,335
48779,Erin Gonzales,Black Cat,1799,619
48780,Teresa Ray,Whispers in the Dark,1910,1562
48781,John Ryan,Heart of the Forest,1728,4116
48782,Jeffrey Bowers,Black Cat,2016,818
48783,Lydia Martinez,Beyond the Horizon,1989,4465
48784,Patrick Hall,Time Traveler's Wife,1914,4612
48785,Jeffrey Bowers,Lovely Bones,2006,1795
48786,Charles Johnson,White Queen,1837,433
48787,Rita Powell,Silence of the Lambs,1881,4774
48788,Sandra Craig,Witch of Blackbird Pond,1807,1283
48789,Ann Henderson,Blood Red Rose,1910,4336
48790,Ernest Torres,Forbidden Forest,1546,3865
48791,Jeffrey Williams,Black Cat,1795,4291
48792,Wayne Morrison,Whispering Wind,1945,3665
48793,Anthony Lee,Last Voyage,1533,4989
48794,Ann Henderson,River of Dreams,1646,1012
48795,Mary Graham,Maze Runner,1761,386
48796,Connie Howell,Crown of Thorns,1831,4167
48797,Jeffrey Bowers,Song of Ice and Fire,1652,1549
48798,Carole Kelly,Ruby Red Door,1623,1820
48799,Linda Ward,Whispering Wind,1733,4129
48800,Kenneth May,Martian,1786,1131
48801,Randy Parker,Secret Key,1718,3128
48802,Michael Smith,Alchemist,1504,820
48803,Paul Graham,Blood Red Rose,1507,3776
48804,William Doyle,Lord of the Rings,1726,1973
48805,Michelle Johnson,Girl on the Train,1599,1269
48806,Charles Johnson,Ruby Red Door,1554,4294
48807,Frances Rose,Fire Within,1968,4049
48808,Michael Patterson,Book of Miracles,1675,3207
48809,Howard Jenkins,Dragon's Eye,1548,3278
48810,Patricia Meyer,White Queen,1582,1156
48811,Diana Terry,Song of Achilles,1915,1212
48812,Delores Brown,Midnight Garden,1607,4864
48813,Bernard Brown,Heart of the Forest,1929,2098
48814,Patrick Hall,Song of Ice and Fire,1755,1533
48815,Janet Baldwin,In the Arms of the Sea,1727,4616
48816,Leah Manning,Sands of Time,1838,3194
48817,Laura Hernandez,Lost City of Atlantis,1874,1702
48818,Lydia Martinez,Lovely Bones,1856,1580
48819,Megan Knight,Shadows of the Night,1859,3047
48820,Dana Huff,Secret Life of Bees,1788,4001
48821,Robert Barrett,Wonders of the World,1996,2397
48822,Leah Manning,Night Circus,1696,2843
48823,Linda Ward,Girl with the Dragon Tattoo,1637,1371
48824,Mary Graham,Forgotten Realm,1932,1183
48825,Jeffrey Bowers,Silence of the Lambs,1906,1282
48826,Cindy Gilbert,Art of Deception,1780,4747
48827,Wayne Morrison,Witching Hour,1521,714
48828,Melissa Hall,Echoes of the Past,1529,3615
48829,Diana Terry,Queen's Gambit,1932,582
48830,William Doyle,Secret Society,1515,186
48831,Victor Davis,Lord of the Rings,1886,4965
48832,Gary Johnson,Moonlit Path,1692,184
48833,Jessie Bowman,Lost Kingdom,1638,145
48834,Wilma Jackson,Blood of Our Fathers,1817,509
48835,Melissa Hall,Emerald Isle,1954,2239
48836,Gary Johnson,Island of Secrets,1781,409
48837,Patrick Hall,Twist of Fate,1635,1495
48838,Judy Rose,Edge of Tomorrow,1592,2361
48839,Connie Howell,Island of Secrets,1549,804
48840,Judy Rose,Wonders of the World,1811,2884
48841,Howard Jenkins,Pirate's Treasure,1773,1159
48842,Diane Robbins,Queen's Necklace,1837,1433
48843,Eva Wright,In the Arms of the Sea,1922,4045
48844,Delores Brown,Fire Within,1914,1253
48845,Mary Abbott,Forbidden Forest,1879,4621
48846,Sherry Bennett,Glass Castle,1855,2639
48847,Victoria Brown,Shac,1705,3577
48848,John Thomas,Secret Society,1946,516
48849,Alberto Brown,Alchemist,1690,3898
48850,William Doyle,Silent Forest,1859,1229
48851,Juan Thompson,Twist of Fate,1552,2859
48852,Jessie Bowman,Queen's Gambit,1610,2413
48853,Nancy Horton,Lost City of Atlantis,1938,4032
48854,Robert Barrett,Beneath the Silver Moon,1875,4002
48855,Robert Evans,In the Arms of the Sea,1579,4761
48856,Michelle Wis,Song of Ice and Fire,1710,3013
48857,Michael Martinez,Shadows of the Night,1910,4641
48858,William Doyle,Da Vinci Code,2003,3724
48859,Teresa Ray,Help,1648,4636
48860,Michael Martinez,Girl with the Sapphire Eyes,1739,2673
48861,Barbara Farmer,Beyond the Horizon,1594,3893
48862,Anthony Davis,Cursed Castle,1900,2783
48863,Rita Powell,Lovely Bones,1741,4840
48864,Michael Patterson,Knight's Code,1779,4872
48865,Anthony Lee,Curse of the Pharaohs,1672,3560
48866,Michelle Wis,Twist of Fate,1729,3046
48867,Wendy Walton,Maze Runner,1900,825
48868,Lauren Holland,Witching Hour,1554,3142
48869,Lisa Rios,Whispering Wind,1517,2500
48870,Teresa Ray,Clockwork Angel,1715,1905
48871,Diane Robbins,Dragon's Eye,1636,2373
48872,Wayne Morrison,Emerald City,1671,2779
48873,Eric Davis,Mirror of Truth,1547,4387
48874,Nancy Horton,Enchanted Princess,1507,3437
48875,Howard Jenkins,Crown of Thorns,1893,3318
48876,Robert Barrett,Blood of Our Fathers,1709,1975
48877,Dana Huff,Tears of a Clown,1854,2679
48878,Ashley Doyle,Valley of Dreams,1775,734
48879,Jeffrey Bowers,Beyond the Horizon,1522,984
48880,Kenneth May,Catcher in the Rye,1863,3147
48881,Ella Harrison,Blood of Our Fathers,1824,4186
48882,Diane Robbins,Mask of Deception,1598,1754
48883,Ashley Doyle,Mirror of Truth,1633,4376
48884,Leah Manning,Beneath the Silver Moon,2000,297
48885,Michael Patterson,Dragon's Eye,1833,4791
48886,Carol Sullivan,Girl with the Sapphire Eyes,1809,4567
48887,Judy Rose,Secret Key,1572,3231
48888,Victor Davis,Girl on the Train,1524,591
48889,Jessie Bowman,Crystal Caves,1689,1908
48890,Sandra Craig,White Queen,1807,1460
48891,Virginia Jackson,Night Circus,1915,588
48892,Beatrice Ortiz,Mists of Avalon,1597,124
48893,Wilma Jackson,Blood of Our Fathers,1628,760
48894,Derrick Brady,Secret Key,1898,906
48895,Lisa Rios,Rising Sun,1706,3781
48896,Carol Sullivan,Moonlit Path,1656,3335
48897,Judy Rose,Silent Forest,1646,1427
48898,Paul White,Tears of a Clown,1928,3802
48899,Ella Harrison,Valley of Dreams,1753,4322
48900,Wilma Jackson,Silence of the Lambs,1970,2163
48901,Richard Garcia,Moonlit Path,1929,3810
48902,Kimberly Medina,Whispers in the Dark,1814,3769
48903,Frances Rose,Emerald Isle,1810,4566
48904,Robert Barrett,Girl on the Train,1817,1370
48905,Juan Thompson,Blood Red Rose,1734,3477
48906,Lauren Holland,Dark Tower,1772,721
48907,James Ross,Forbidden Forest,1797,1011
48908,Judy Rose,Dark Tower,1796,4351
48909,Sandra Craig,Shades of Grey,2012,4332
48910,Victoria Brown,Great Gatsby,1950,950
48911,Delores Brown,Secret Society,1512,1829
48912,Beatrice Ortiz,Queen's Necklace,1731,2964
48913,Victor Davis,Island of Secrets,1689,3917
48914,Jacqueline Brown,Rising Sun,1905,3167
48915,Melissa Hall,Shadow of the Moon,1671,2798
48916,William Doyle,Tears of the Moon,1521,974
48917,William Ortiz,Maze Runner,1873,340
48918,Frances Rose,Fire Within,1801,2417
48919,Bernard Brown,Night Circus,1535,334
48920,Tracey Walker,Twist of Fate,2006,4257
48921,Ashley Doyle,Shadows of the Night,1733,3237
48922,Michelle Johnson,Girl on the Train,1859,2820
48923,Timothy Griffin,Help,1948,2296
48924,Patrick Hall,Secrets We Keep,1561,724
48925,Kenneth May,Handmaid's Tale,1684,805
48926,Anthony Davis,Giver,1891,4234
48927,James Ross,Lost Kingdom,2021,4429
48928,Bernard Brown,Queen's Gambit,1986,1952
48929,Teresa Ray,Dark Tower,1724,804
48930,Lauren Holland,Martian,1795,2192
48931,John Thomas,Forgotten Realm,2006,1185
48932,Diana Terry,Midnight Serenade,1657,4540
48933,Carole Kelly,Last Train Home,1536,3782
48934,Kenneth May,Tears of the Moon,1887,2075
48935,Wayne Morrison,Dance with Destiny,1598,4611
48936,Janet Baldwin,Shades of Grey,2022,4463
48937,Gary Johnson,Giver,1962,4840
48938,Robert Evans,Kite Runner,1562,3721
48939,Kenneth May,Lovely Bones,1790,3102
48940,Thomas Cain,Queen's Necklace,1836,4800
48941,Jacqueline Brown,Lost City of Atlantis,2020,3563
48942,Michael Patterson,Song of Achilles,1613,4945
48943,Juan Thompson,Secret Society,1986,2296
48944,Richard Garcia,Forbidden Forest,1706,2701
48945,Rosemary Wright,Shadow of the Moon,1643,4870
48946,Emily Moore,Rising Sun,1703,4021
48947,Albert Mills,Night Circus,1809,865
48948,Tracey Walker,Book of Miracles,1775,2845
48949,Anthony Davis,Midnight Carnival,1811,2343
48950,Lydia Martinez,White Queen,1973,2172
48951,William Ortiz,Giver,1706,3679
48952,Cindy Gilbert,Warrior's Heart,1866,1085
48953,Wayne Morrison,Alchemist,1739,2294
48954,Teresa Ray,Fire Within,1959,989
48955,Judy Rose,Mists of Avalon,1860,2239
48956,Teresa Ray,Golden Child,1869,2759
48957,Derrick Brady,Twist of Fate,1918,2960
48958,Richard Garcia,Queen's Necklace,1838,4129
48959,Helen Hernandez,Edge of Tomorrow,1633,3299
48960,Hazel Greer,Book Thief,1553,1419
48961,John Ryan,Warrior's Heart,1918,4637
48962,Jacqueline Brown,Shac,1804,2688
48963,Michelle Wis,Twist of Fate,1629,3713
48964,Eric Davis,Emerald Isle,1592,4740
48965,Erin Gonzales,Dragon's Lair,2009,1859
48966,Thomas Cain,Wonders of the World,1737,1637
48967,Evelyn Smith,Handmaid's Tale,1833,2985
48968,Eric Davis,Mask of Deception,1891,1230
48969,Mary Abbott,Clockwork Angel,1750,4599
48970,Linda Ward,Blood Red Rose,1746,4271
48971,Lisa Rios,Midnight Serenade,1978,4006
48972,Mary Abbott,Mask of Deception,1571,4690
48973,Barbara Farmer,Whispers in the Dark,1854,4451
48974,Tracey Walker,Tears of a Clown,2007,924
48975,Charles Johnson,Road,1678,3969
48976,Michael Martinez,Lighthouse Keeper,1829,3432
48977,Thomas Simmons,Forbidden Forest,1619,3103
48978,Daniel Craig,Witch of Blackbird Pond,1861,4754
48979,Ernest Torres,Shadow of the Moon,1704,950
48980,Anthony Davis,Midnight Serenade,1547,3167
48981,Connie Howell,Blood of Our Fathers,1827,1871
48982,Frances Rose,Girl with the Dragon Tattoo,1866,258
48983,Emily Moore,Heart of the Forest,1690,2820
48984,Gregory Gibbs,Emerald Isle,1594,4621
48985,Christine Miles,Dragon's Lair,1675,4737
48986,Beatrice Ortiz,Witching Hour,1801,1605
48987,Howard Jenkins,Blood Red Rose,1878,786
48988,Timothy Griffin,Shadow of the Moon,1560,1742
48989,Megan Knight,Girl with the Sapphire Eyes,1643,3718
48990,John Thomas,Island of Secrets,1593,1697
48991,Howard Jenkins,Queen's Necklace,1610,2567
48992,Dana Huff,Curse of the Pharaohs,1876,4233
48993,Derrick Brady,Queen's Gambit,1940,4965
48994,Tracey Walker,Pirate's Treasure,1966,4428
48995,Hazel Greer,Golden Compass,1635,833
48996,Mary Abbott,Book Thief,1747,3606
48997,Lisa Rios,Fire Within,1807,464
48998,Teresa Ray,Shadows of the Night,1601,3174
48999,Randy Parker,Shac,1854,4273
49000,Leonard Stevenson,Golden Child,1508,3227
49001,Jacqueline Brown,Curse of the Pharaohs,1661,122
49002,Beatrice Ortiz,Witching Hour,1814,4278
49003,William Doyle,Golden Compass,1912,2671
49004,Sherry Bennett,Night Circus,1582,296
49005,Mary Abbott,Moonlit Path,1938,1629
49006,Kelly Franklin,Blood Red Rose,1813,4131
49007,William Ortiz,Tears of a Clown,1823,1682
49008,Michelle Wis,Lord of the Rings,1876,4811
49009,Richard Freeman,Queen's Gambit,2016,1039
49010,James Ross,Clockwork Angel,1739,2408
49011,Howard Jenkins,Road,1574,900
49012,Delores Brown,Secret Society,1548,3932
49013,Lauren Holland,Whispering Wind,1728,4840
49014,Barbara Farmer,Mists of Avalon,1604,2476
49015,Carole Kelly,Last Voyage,1934,2797
49016,Kevin Ellis,Phantom of the Opera,1834,1744
49017,Anthony Davis,Shades of Grey,1941,741
49018,Patricia Simpson,Enigma of Love,1824,1069
49019,Thomas Cain,Lord of the Rings,1953,534
49020,Richard Freeman,Handmaid's Tale,1835,710
49021,Diane Robbins,Edge of Tomorrow,1841,3678
49022,Randy Parker,Giver,1856,4133
49023,Sherry Bennett,Secret Life of Bees,1621,3769
49024,Patricia Meyer,Help,1684,2023
49025,Rosemary Wright,Secrets We Keep,1900,2810
49026,Robert Barrett,Enchanted Castle,1950,4881
49027,Robert Barrett,Golden Compass,1542,2670
49028,Derrick Brady,Catcher in the Rye,1606,2899
49029,Beatrice Ortiz,Dragon's Eye,1646,4051
49030,Howard Jenkins,Mirror of Truth,1505,3685
49031,James Hill,Secret Garden,1905,2957
49032,Ann Henderson,Help,1735,2947
49033,John Ryan,Silver Lining,1819,911
49034,William Ortiz,Shadow of the Moon,1958,3225
49035,John Thomas,Edge of Tomorrow,1521,386
49036,Anthony Lee,Emerald Isle,1764,267
49037,Anthony Lee,Queen's Gambit,1707,2801
49038,Anthony Lee,Golden Child,1589,3891
49039,Sherry Bennett,Enchanted Castle,1995,3703
49040,Tyrone Evans,Tears of the Moon,1731,4411
49041,Randy Parker,Twist of Fate,1656,3127
49042,Daniel Craig,Lost City of Atlantis,1692,4047
49043,Kimberly Medina,Dance with Destiny,1541,3065
49044,Ella Harrison,Secrets We Keep,1537,3558
49045,Paul Graham,Secrets We Keep,1714,3037
49046,Michelle Wis,Beneath the Silver Moon,2011,3405
49047,Delores Brown,Book of Miracles,1677,3963
49048,Paul White,Girl on the Train,2019,3401
49049,Connie Howell,Song of Ice and Fire,1821,4727
49050,Bernard Brown,In the Arms of the Sea,1552,3891
49051,Hazel Greer,Queen's Necklace,1890,3614
49052,Frances Rose,Silence of the Lambs,1827,1982
49053,Leonard Stevenson,Art of Deception,1507,1269
49054,Wendy Walton,Forgotten Realm,1813,1687
49055,Carol Sullivan,Midnight Serenade,1876,596
49056,Paul Graham,Lost Kingdom,1935,982
49057,Randy Parker,Catcher in the Rye,1692,4750
49058,James Ross,Lighthouse Keeper,1552,1087
49059,Michelle Wis,Mirror of Truth,1915,4277
49060,Randy Parker,Maze Runner,1844,4519
49061,Laura Hernandez,Fire Within,1818,1441
49062,Ann Henderson,Secret Garden,1935,2307
49063,Beatrice Ortiz,Edge of Tomorrow,1980,1601
49064,Helen Hernandez,Road,1562,2577
49065,Frances Rose,Lighthouse Keeper,2023,837
49066,Juan Thompson,Forgotten Realm,2015,4191
49067,Connie Howell,Secrets We Keep,1678,2987
49068,Maria Webb,Giver,1593,577
49069,Sandra Craig,Fault in Our Stars,1537,4181
49070,Eric Davis,Giver,1975,4295
49071,Tyrone Evans,Golden Child,1869,1696
49072,Dana Huff,Beneath the Silver Moon,1505,2147
49073,Delores Brown,Midnight Carnival,1745,2117
49074,Robert Barrett,Tears of a Clown,1836,4153
49075,Mary Abbott,Road,1692,4381
49076,Patrick Hall,River of Dreams,1568,2467
49077,Thomas Cain,Song of Achilles,1697,2024
49078,Kelly Franklin,Kite Runner,1938,297
49079,Charles Johnson,Emerald City,1941,4858
49080,Robert Barrett,Mirror of Truth,1585,2842
49081,Melissa Hall,River of Dreams,1804,1148
49082,Michael Smith,Midnight Carnival,1642,503
49083,Thomas Simmons,Silent Forest,1871,3365
49084,Paul Graham,Witch of Blackbird Pond,1517,3782
49085,Paul Graham,Maze Runner,1864,4715
49086,Ann Henderson,Secret Garden,1679,4277
49087,Frances Rose,Last Train Home,1646,3878
49088,Eva Wright,Lost City of Atlantis,1509,2256
49089,Paul Graham,Giver,1589,599
49090,Michael Martinez,Emerald City,1700,4087
49091,Barbara Farmer,Book Thief,1545,2506
49092,Robert Barrett,Moonlit Path,1858,275
49093,Delores Brown,Ruby Red Door,1919,3662
49094,Dana Huff,Shac,1514,3925
49095,Jeffrey Williams,Knight's Code,1875,2634
49096,Sandra Craig,Whispering Wind,1948,4677
49097,Timothy Griffin,Shadows of the Night,1516,328
49098,Melissa Hall,Golden Compass,1534,2039
49099,Delores Brown,Cursed Castle,1580,3963
49100,Sandra Craig,Mask of Deception,1949,2559
49101,Rosemary Wright,Night Circus,1714,2048
49102,Michael Smith,Girl with the Sapphire Eyes,1856,271
49103,John Thomas,Tears of a Clown,1702,119
49104,Richard Freeman,Night Circus,2018,2820
49105,Kevin Ellis,Giver,1519,4875
49106,Howard Jenkins,Dragon's Eye,1644,3555
49107,Randy Parker,Witching Hour,1595,3800
49108,Robert Evans,Alchemist,1629,281
49109,Frances Rose,Heart of the Forest,1510,1960
49110,Thomas Cain,Moonlit Path,1690,1400
49111,Virginia Jackson,Hunger Games,1886,1586
49112,Sherry Bennett,Road,1964,2176
49113,Diana Terry,Shac,2001,2509
49114,Bernard Brown,Phantom of the Opera,1801,4237
49115,Tyrone Evans,Dragon's Eye,1523,3385
49116,Jeffrey Bowers,Emerald Isle,1600,3516
49117,Ernest Torres,Book Thief,1652,2634
49118,Dana Huff,White Queen,1963,1474
49119,Maria Webb,Book of Miracles,1983,864
49120,Patrick Hall,Last Train Home,2010,4331
49121,Howard Jenkins,Girl on the Train,1846,556
49122,Nancy Horton,Fault in Our Stars,1529,2364
49123,Thomas Simmons,Blood Red Rose,1904,2257
49124,William Hamilton,Beyond the Horizon,1824,2111
49125,Eva Wright,Tears of a Clown,2015,2668
49126,Ella Harrison,Dance with Destiny,1912,4669
49127,James Hill,Giver,1900,3228
49128,Robert Barrett,Ruby Red Door,1583,3331
49129,Barbara Farmer,Blood of Our Fathers,1589,4071
49130,Teresa Ray,Song of Ice and Fire,1773,1978
49131,Victoria Brown,Fire Within,1796,3286
49132,Laura Hernandez,Road,1972,998
49133,Judy Rose,Enigma of Love,1853,2338
49134,Evelyn Smith,Heart of the Forest,2008,315
49135,Michelle Wis,Book of Miracles,2021,4082
49136,Patrick Hall,Kite Runner,1758,2159
49137,Victoria Brown,Midnight Garden,1607,1800
49138,Eric Davis,Sands of Time,1510,2426
49139,Timothy Griffin,Black Cat,1758,476
49140,Victor Davis,Last Voyage,1899,3328
49141,Thomas Cain,Shadows of the Night,1556,4308
49142,Christine Miles,Lovely Bones,1710,1634
49143,Richard Freeman,Dance with Destiny,2005,330
49144,Juan Thompson,Lighthouse Keeper,1984,2514
49145,Bernard Brown,River of Dreams,1640,642
49146,Howard Jenkins,Song of Achilles,1851,4507
49147,Patricia Meyer,Mists of Avalon,1641,2640
49148,Robert Barrett,Witching Hour,1598,2666
49149,Robert Evans,Enchanted Castle,1843,2306
49150,Megan Knight,Art of Deception,1804,3123
49151,Beatrice Ortiz,Crystal Caves,1541,2641
49152,Timothy Griffin,Enigma of Love,1537,4162
49153,Megan Knight,Midnight Garden,1989,1144
49154,Gary Johnson,Warrior's Heart,1986,599
49155,Rosemary Wright,Wonders of the World,1672,2094
49156,Teresa Ray,Lost Kingdom,1926,3967
49157,Robert Barrett,Dragon's Roar,1930,1744
49158,Michelle Johnson,White Queen,1665,1605
49159,Victor Davis,Midnight Serenade,1961,1088
49160,Linda Ward,Secret Key,1964,1417
49161,Rosemary Wright,Forbidden Forest,1850,3978
49162,Wilma Jackson,Lost Kingdom,1687,2982
49163,Charles Johnson,Girl with the Sapphire Eyes,1946,3873
49164,Wilma Jackson,Girl on the Train,1714,4046
49165,Thomas Cain,Shadow of the Moon,1705,1942
49166,Juan Thompson,Rising Sun,1900,3559
49167,Sandra Craig,Silence of the Lambs,1616,3745
49168,Richard Garcia,Golden Compass,2022,3136
49169,Lydia Martinez,Night Circus,1871,2157
49170,Helen Hernandez,Echoes of the Past,2021,583
49171,Alberto Brown,Dragon's Eye,1635,2509
49172,Wilma Jackson,Cursed Castle,1885,1083
49173,Tyrone Evans,Clockwork Angel,1894,568
49174,James Ross,Mask of Deception,1927,3983
49175,Ernest Torres,Midnight Serenade,1910,965
49176,Gary Johnson,Song of Achilles,1639,2125
49177,Laura Hernandez,Fault in Our Stars,1886,2114
49178,Kevin Ellis,Blood of Our Fathers,2001,1343
49179,Wilma Jackson,Midnight Garden,1891,2265
49180,Linda Ward,Rising Sun,1647,1747
49181,James Ross,Tears of a Clown,1573,2718
49182,Randy Parker,Hunger Games,1743,2320
49183,Janet Baldwin,Sands of Time,1828,1135
49184,Dana Huff,Golden Compass,1637,4000
49185,Timothy Griffin,Tears of a Clown,1632,375
49186,Juan Thompson,Last Voyage,1515,1355
