,Author,Books,Year Published,Pages
7385,Virginia Jackson,Song of Achilles,1520,4796
7386,Teresa Ray,Da Vinci Code,1845,1782
7387,Victor Davis,Moonlit Path,1536,1126
7388,Ernest Torres,Enchanted Princess,1708,3270
7389,Wilma Jackson,Hunger Games,1732,835
7390,Lauren Holland,Dark Tower,2016,346
7391,Leonard Stevenson,Emerald Isle,1933,4247
7392,Robert Barrett,Whispers in the Dark,1779,4107
7393,Edward May,Midnight Serenade,1812,1677
7394,Tyrone Evans,Shadow of the Moon,1905,3002
7395,Juan Thompson,Golden Compass,1982,3088
7396,Lisa Rios,Secret Key,1918,3915
7397,Wayne Morrison,Girl with the Sapphire Eyes,1685,4992
7398,Randy Parker,Dragon's Lair,1815,324
7399,Juan Thompson,Emerald Isle,1636,3341
7400,Edward May,River of Dreams,1718,2447
7401,Sherry Bennett,Crown of Thorns,1798,1020
7402,Sandra Craig,River of Dreams,1645,4626
7403,Janet Baldwin,Forbidden Forest,1964,2112
7404,Michelle Wis,Shades of Grey,1960,4211
7405,Janet Baldwin,Black Cat,1647,3884
7406,Virginia Jackson,Beneath the Silver Moon,1959,1140
7407,Judy Rose,Golden Child,1788,4520
7408,John Thomas,Girl with the Sapphire Eyes,1519,3200
7409,Emily Moore,Whispers in the Dark,1921,2839
7410,John Thomas,Phantom of the Opera,1531,716
7411,Kelly Franklin,Heart of the Forest,1832,943
7412,Leah Manning,Whispers in the Dark,1784,2974
7413,Ted Smith,Tears of a Clown,1567,4769
7414,Ernest Torres,Catcher in the Rye,1542,4748
7415,Robert Barrett,Island of Secrets,1963,4504
7416,Evelyn Smith,Lost Kingdom,1985,3885
7417,Lydia Martinez,Lord of the Rings,1704,1393
7418,Michael Martinez,Enigma of Love,1919,1012
7419,Diane Robbins,Midnight Carnival,1915,2074
7420,Hazel Greer,Heart of the Forest,2008,298
7421,Beatrice Ortiz,Lord of the Rings,1851,1696
7422,Carol Sullivan,Martian,1510,1596
7423,Howard Jenkins,White Queen,1934,2010
7424,Lydia Martinez,Book of Miracles,1785,2479
7425,Lauren Holland,Shades of Grey,1854,1773
7426,Carol Sullivan,Glass Castle,1776,2610
7427,Ann Henderson,Glass Castle,1777,2483
7428,Barbara Farmer,Tears of the Moon,1826,599
7429,Rosemary Wright,Emerald Isle,1667,1426
7430,Patrick Hall,Forbidden Forest,1656,4340
7431,Rosemary Lucas,Mask of Deception,1781,3385
7432,Ernest Torres,Queen's Necklace,1621,1430
7433,William Ortiz,Song of Ice and Fire,1829,1732
7434,Patricia Simpson,Queen's Gambit,1979,3540
7435,Charles Johnson,Time Traveler's Wife,1780,4257
7436,Richard Freeman,Black Cat,1828,3423
7437,Tracey Walker,Lord of the Rings,1916,3615
7438,Victoria Brown,Knight's Code,1566,3417
7439,Leah Manning,Whispering Wind,1615,846
7440,Eva Wright,Secret Garden,1778,2025
7441,Nancy Horton,Blood of Our Fathers,2011,2521
7442,Patricia Meyer,Queen's Necklace,1542,3005
7443,Hazel Greer,Girl with the Dragon Tattoo,2011,3643
7444,Sandra Craig,Song of Achilles,1747,1318
7445,Connie Howell,Witching Hour,1646,4699
7446,Randy Parker,Cursed Castle,1778,945
7447,Mary Graham,Mirror of Truth,1697,2427
7448,Carole Kelly,Dark Tower,1875,102
7449,Wilma Jackson,Great Gatsby,1761,1468
7450,Gregory Gibbs,Lovely Bones,1762,1937
7451,Richard Freeman,Moonlit Path,1751,635
7452,Rita Powell,Girl with the Sapphire Eyes,1939,4852
7453,Nancy Horton,Girl with the Dragon Tattoo,1776,2787
7454,Tracey Walker,Girl with the Sapphire Eyes,1842,4217
7455,Patricia Meyer,Great Gatsby,1705,1925
7456,Mary Abbott,Shac,1783,2020
7457,William Hamilton,Forgotten Realm,1878,2779
7458,Robert Evans,Witch of Blackbird Pond,1722,4345
7459,Victor Davis,Dance with Destiny,1509,3421
7460,James Ross,Lovely Bones,1926,1688
7461,Albert Mills,Handmaid's Tale,1823,376
7462,Jeffrey Williams,Clockwork Angel,1654,2589
7463,Richard Freeman,Last Train Home,1726,718
7464,Anthony Davis,Clockwork Angel,1544,3163
7465,Jeffrey Bowers,Forbidden Forest,1545,1341
7466,Sandra Craig,Curse of the Pharaohs,1770,1980
7467,Jeffrey Bowers,Catcher in the Rye,1742,1980
7468,Laura Hernandez,Sands of Time,1717,2947
7469,Cindy Gilbert,Crown of Thorns,1966,2552
7470,Virginia Jackson,Fire Within,1656,4509
7471,Derrick Brady,Lost City of Atlantis,1828,300
7472,Albert Mills,Lord of the Rings,1646,3325
7473,Juan Thompson,White Queen,1971,147
7474,Emily Moore,Handmaid's Tale,1665,2821
7475,Victor Davis,Witch of Blackbird Pond,1785,4334
7476,Lauren Holland,Girl with the Dragon Tattoo,1710,2756
7477,Patricia Meyer,Time Traveler's Wife,1686,1730
7478,Virginia Jackson,Rising Sun,1808,710
7479,Maria Webb,Ruby Red Door,1837,3276
7480,Patricia Simpson,Blood of Our Fathers,1687,4343
7481,Delores Brown,Heart of the Forest,1578,3456
7482,Victor Davis,Midnight Garden,1503,1952
7483,Wendy Walton,Secret Garden,1656,3263
7484,Rosemary Wright,Blood of Our Fathers,1851,2935
7485,Emily Moore,Time Traveler's Wife,1872,553
7486,James Ross,Da Vinci Code,1601,3868
7487,Kimberly Medina,Blood Red Rose,1987,4682
7488,Deanna Owens,Sands of Time,1768,2438
7489,Janet Baldwin,Black Cat,1847,4994
7490,Howard Jenkins,Maze Runner,1529,2344
7491,Michael Patterson,Lost City of Atlantis,1850,1437
7492,Thomas Simmons,Shades of Grey,1767,1275
7493,Barbara Farmer,Last Voyage,1563,1252
7494,Thomas Cain,Alchemist,1504,641
7495,Derrick Brady,Lovely Bones,1954,4135
7496,Lydia Martinez,Time Traveler's Wife,1971,2130
7497,Alberto Brown,Witching Hour,1523,2286
7498,Jeffrey Bowers,Silence of the Lambs,1815,827
7499,Juan Thompson,Crown of Thorns,1585,3756
7500,Michael Smith,Witch of Blackbird Pond,1819,3498
7501,Lauren Holland,Secrets We Keep,1659,3967
7502,Linda Ward,Song of Achilles,1916,2636
7503,Wayne Morrison,Shades of Grey,1575,1576
7504,Patricia Simpson,Kite Runner,2023,1765
7505,Beatrice Ortiz,Song of Achilles,1972,916
7506,Rosemary Lucas,Echoes of the Past,1543,2839
7507,Sandra Craig,Emerald Isle,1511,3977
7508,Judy Rose,Fire Within,1754,1788
7509,Eva Wright,Song of Achilles,1558,1036
7510,Richard Garcia,Tears of the Moon,1897,913
7511,Lauren Holland,Golden Compass,1902,4316
7512,Carole Kelly,Enchanted Princess,1587,1917
7513,Wendy Walton,Midnight Serenade,1724,2228
7514,Leah Manning,Queen's Necklace,1866,680
7515,William Ortiz,Help,1561,4786
7516,William Hamilton,In the Arms of the Sea,1910,859
7517,Rosemary Wright,Road,1820,187
7518,Delores Brown,Help,1824,4783
7519,Connie Howell,Knight's Code,2022,284
7520,Richard Freeman,Fire Within,1704,970
7521,Michael Patterson,Midnight Garden,1734,3174
7522,Leah Manning,Crystal Caves,1506,247
7523,Diane Robbins,Tears of a Clown,1572,139
7524,Mary Graham,Lost City of Atlantis,1854,2866
7525,Tracey Walker,Book of Miracles,1847,1012
7526,Ashley Doyle,Lord of the Rings,1965,1509
7527,Victoria Brown,Secret Life of Bees,1985,4601
7528,William Hamilton,Secret Society,1856,4245
7529,Melissa Hall,Sands of Time,1651,2723
7530,Frances Rose,Night Circus,1686,1305
7531,Victor Davis,Curse of the Pharaohs,1624,2959
7532,Sandra Craig,Blood of Our Fathers,1734,3814
7533,Anthony Lee,Time Traveler's Wife,1955,4401
7534,Anthony Davis,River of Dreams,1539,498
7535,Patricia Meyer,Da Vinci Code,1747,2879
7536,Michael Smith,Fault in Our Stars,1973,2004
7537,Timothy Griffin,Cursed Castle,1500,3131
7538,Mary Abbott,Giver,2004,4255
7539,Tyrone Evans,Mists of Avalon,1656,3743
7540,John Thomas,Lighthouse Keeper,1928,3338
7541,Leah Manning,Silver Lining,1988,1573
7542,Thomas Cain,Witching Hour,1558,1871
7543,James Ross,Shadow of the Moon,1746,626
7544,Frances Rose,Mask of Deception,1538,4643
7545,Dana Huff,Lord of the Rings,1987,3363
7546,Cindy Gilbert,Dance with Destiny,1797,595
7547,Melissa Hall,Curse of the Pharaohs,1781,869
7548,Wendy Walton,Lord of the Rings,1736,3508
7549,Laura Hernandez,Forgotten Realm,1566,1690
7550,Derrick Brady,Edge of Tomorrow,1805,4433
7551,Rosemary Wright,Blood Red Rose,1529,2568
7552,Ernest Torres,River of Dreams,1690,4560
7553,Rosemary Lucas,Shadows of the Night,1930,4120
7554,Kelly Franklin,Golden Child,1918,4423
7555,Mary Graham,Alchemist,1699,4850
7556,Alberto Brown,Art of Deception,1986,3213
7557,Victoria Brown,Whispers in the Dark,1754,4803
7558,Michelle Wis,Dragon's Eye,1791,3968
7559,Cindy Gilbert,Echoes of the Past,1805,4288
7560,Michelle Johnson,Mirror of Truth,1820,4412
7561,Eric Davis,Midnight Carnival,1599,4617
7562,Leah Manning,Mask of Deception,1708,2072
7563,Kevin Ellis,Warrior's Heart,1507,4936
7564,Linda Ward,Knight's Code,1614,3288
7565,Randy Parker,Handmaid's Tale,1878,3257
7566,Kenneth May,Shadow of the Moon,1702,4069
7567,Gary Johnson,Mask of Deception,1970,330
7568,William Ortiz,Martian,1590,3411
7569,Patricia Meyer,Alchemist,1910,630
7570,Sandra Craig,Blood Red Rose,1998,3469
7571,Anthony Lee,Tears of a Clown,1512,1075
7572,Jeffrey Williams,Girl with the Sapphire Eyes,1886,4089
7573,Leah Manning,Girl with the Dragon Tattoo,1787,4607
7574,Ann Henderson,Glass Castle,1836,2367
7575,Deanna Owens,Secret Society,1945,1404
7576,Kelly Franklin,Alchemist,1950,3261
7577,Patricia Meyer,Book Thief,1960,3237
7578,Jeffrey Williams,Valley of Dreams,1501,564
7579,Evelyn Smith,Da Vinci Code,1600,222
7580,Mary Abbott,Emerald City,1799,995
7581,Mary Graham,Witch of Blackbird Pond,2019,4753
7582,Christine Miles,Secret Society,1718,628
7583,Michelle Johnson,Curse of the Pharaohs,1919,2966
7584,Melissa Hall,Wonders of the World,1514,3555
7585,Emily Moore,Warrior's Heart,1902,3698
7586,Michelle Johnson,Crystal Caves,1842,3358
7587,Jacqueline Brown,Shadows of the Night,1801,247
7588,Beatrice Ortiz,Silence of the Lambs,1679,4700
7589,Dana Huff,Secret Key,2009,2830
7590,Juan Thompson,Crown of Thorns,1707,4726
7591,Diana Terry,Pirate's Treasure,1705,4623
7592,Jeffrey Williams,Whispers in the Dark,1893,4068
7593,Tracey Walker,Cursed Castle,1930,1973
7594,Emily Moore,Sands of Time,1745,1881
7595,Ted Smith,Alchemist,1562,2607
7596,Patricia Simpson,Forgotten Realm,1680,4258
7597,Thomas Simmons,Mask of Deception,1531,2861
7598,Deanna Owens,Black Cat,2015,2750
7599,Thomas Cain,Shades of Grey,1567,2268
7600,Michael Patterson,Giver,1941,4959
7601,Paul Graham,Midnight Serenade,1611,3815
7602,Randy Parker,Whispering Wind,1634,2179
7603,Sandra Craig,Lighthouse Keeper,1879,1810
7604,Derrick Brady,Secret Society,1644,1420
7605,Linda Ward,Twist of Fate,1529,1974
7606,James Hill,Midnight Serenade,1645,261
7607,William Doyle,Road,1717,1931
7608,Michelle Wis,Dragon's Eye,1710,3365
7609,Wilma Jackson,Sands of Time,1584,4525
7610,Lisa Rios,Fire Within,1935,3599
7611,James Ross,Pirate's Treasure,1949,1336
7612,Anthony Davis,River of Dreams,1684,1636
7613,Barbara Farmer,Witching Hour,1708,3584
7614,John Ryan,Lighthouse Keeper,1761,2205
7615,Wendy Walton,Handmaid's Tale,1558,2942
7616,Hazel Greer,Midnight Carnival,1663,273
7617,Leah Manning,Ruby Red Door,1871,4579
7618,Richard Garcia,Beyond the Horizon,1509,2673
7619,Lisa Rios,Midnight Garden,1879,1975
7620,Dana Huff,Enigma of Love,1836,279
7621,Michelle Johnson,Shadow of the Moon,1769,744
7622,Michael Martinez,Great Gatsby,1987,1880
7623,Ted Smith,Girl with the Dragon Tattoo,1522,1408
7624,James Hill,Secret Life of Bees,1786,4705
7625,Connie Howell,Shac,1938,4726
7626,Wayne Morrison,Martian,1671,1612
7627,Rita Powell,Secrets We Keep,1533,2175
7628,Anthony Lee,Handmaid's Tale,1533,3039
7629,Cindy Gilbert,Secret Key,1828,1004
7630,Thomas Simmons,Blood Red Rose,1817,732
7631,Janet Baldwin,Lord of the Rings,1516,254
7632,Rosemary Wright,Dragon's Roar,1763,968
7633,William Ortiz,Shades of Grey,1959,1983
7634,William Doyle,Time Traveler's Wife,1610,4532
7635,Deanna Owens,Shac,1926,4649
7636,Sherry Bennett,Time Traveler's Wife,1504,3142
7637,Jessie Bowman,Enchanted Princess,2002,2334
7638,Wendy Walton,Mask of Deception,1848,1287
7639,Rosemary Wright,Alchemist,1509,956
7640,Lisa Rios,Blood of Our Fathers,1542,4339
7641,Patricia Simpson,Sands of Time,1847,2766
7642,Dana Huff,Fire Within,1742,933
7643,Michael Martinez,Mask of Deception,1923,4828
7644,Delores Brown,Art of Deception,1599,278
7645,Robert Barrett,Wonders of the World,1794,4010
7646,Melissa Hall,Catcher in the Rye,1818,1637
7647,James Ross,Art of Deception,2006,2657
7648,Wayne Morrison,Knight's Code,1553,4847
7649,Victor Davis,Great Gatsby,1601,3752
7650,Ernest Torres,Edge of Tomorrow,1851,348
7651,Jeffrey Bowers,Silence of the Lambs,1901,4789
7652,Victor Davis,White Queen,1988,2883
7653,Diane Robbins,Alchemist,1735,3351
7654,Robert Evans,Midnight Serenade,1812,3790
7655,Ernest Torres,Shadows of the Night,1825,463
7656,Evelyn Smith,Shadow of the Moon,1936,2451
7657,Lisa Rios,Lord of the Rings,1940,3146
7658,John Ryan,Beneath the Silver Moon,1643,4708
7659,Jessie Bowman,Mirror of Truth,1797,637
7660,Diane Robbins,Help,1831,1949
7661,Mary Graham,Edge of Tomorrow,1515,3615
7662,Emily Moore,Beyond the Horizon,1751,1721
7663,Robert Barrett,Warrior's Heart,1925,2199
7664,Ann Henderson,Enchanted Castle,1791,2137
7665,Janet Baldwin,Forbidden Forest,1655,348
7666,Helen Hernandez,Rising Sun,2005,2159
7667,Hazel Greer,Fire Within,1857,1498
7668,Lydia Martinez,Golden Child,1559,3247
7669,Dana Huff,Tears of the Moon,1711,3036
7670,Robert Evans,Handmaid's Tale,1546,1395
7671,Mary Graham,Girl on the Train,1501,1755
7672,Lydia Martinez,Book Thief,1913,3207
7673,Juan Thompson,Enchanted Castle,1738,2535
7674,Wendy Walton,Fault in Our Stars,1881,3056
7675,Charles Johnson,Clockwork Angel,1704,147
7676,Ella Harrison,Emerald Isle,1803,2621
7677,Patricia Meyer,Martian,1827,4103
7678,Lisa Rios,Secret Life of Bees,1637,3799
7679,Paul White,Alchemist,1535,3782
7680,Anthony Davis,Cursed Castle,1825,3119
7681,Rita Powell,Help,1509,3664
7682,William Ortiz,Edge of Tomorrow,1987,1530
7683,Wayne Morrison,Last Train Home,1593,1760
7684,Patricia Meyer,Rising Sun,1822,4188
7685,Emily Moore,Da Vinci Code,1624,1173
7686,Laura Hernandez,Art of Deception,1633,2890
7687,Sandra Craig,Secret Life of Bees,1725,4948
7688,Tracey Walker,Mirror of Truth,1591,373
7689,Sandra Craig,Whispers in the Dark,1540,1290
7690,Mary Abbott,Book Thief,1552,4450
7691,Carole Kelly,Mirror of Truth,1907,2340
7692,Ashley Doyle,Tears of the Moon,1951,3077
7693,Gary Johnson,Crystal Caves,1671,3300
7694,Deanna Owens,Shadow of the Moon,1813,4524
7695,John Thomas,Shac,1606,3622
7696,Victor Davis,Golden Child,1522,3522
7697,Juan Thompson,Black Cat,1870,3707
7698,Thomas Simmons,Secret Society,1788,1802
7699,Gregory Gibbs,Sands of Time,1899,3091
7700,Sandra Craig,Secrets We Keep,1908,889
7701,Wilma Jackson,Shac,1666,3119
7702,William Doyle,Lighthouse Keeper,1719,2383
7703,Erin Gonzales,Phantom of the Opera,1967,2977
7704,John Ryan,Girl on the Train,1590,3559
7705,Nancy Horton,Mirror of Truth,1724,2106
7706,Carol Sullivan,Song of Achilles,1991,909
7707,Timothy Griffin,Tears of a Clown,1930,3706
7708,Rita Powell,Midnight Garden,2011,1762
7709,Ashley Doyle,Shadow of the Moon,1895,3532
7710,Gregory Gibbs,Midnight Garden,1531,3012
7711,Megan Knight,Dragon's Lair,1651,1836
7712,Victor Davis,Secret Garden,1805,3821
7713,Jessie Bowman,Secret Garden,1866,666
7714,Juan Thompson,Island of Secrets,1878,4348
7715,Juan Thompson,Mask of Deception,1559,1587
7716,Deanna Owens,Fault in Our Stars,1758,3069
7717,Leah Manning,Last Voyage,1951,4185
7718,Evelyn Smith,Whispering Wind,1615,1362
7719,Emily Moore,Dragon's Roar,2023,687
7720,Maria Webb,Giver,1567,4019
7721,Evelyn Smith,Alchemist,1771,518
7722,Gregory Gibbs,Tears of a Clown,1527,1826
7723,Patricia Simpson,Secret Garden,1698,2619
7724,Hazel Greer,Beneath the Silver Moon,1713,4205
7725,Ashley Doyle,Secret Key,1892,3839
7726,Jeffrey Bowers,Enchanted Castle,1661,1238
7727,Daniel Craig,Moonlit Path,1658,3908
7728,Michael Patterson,Hunger Games,1563,3378
7729,Helen Hernandez,Kite Runner,1746,1792
7730,Teresa Ray,Song of Achilles,1920,1895
7731,Juan Thompson,Help,1795,3646
7732,Ernest Torres,Glass Castle,1502,3297
7733,Gregory Gibbs,Phantom of the Opera,1752,3626
7734,Jeffrey Williams,Mask of Deception,1571,4264
7735,Anthony Davis,Giver,1582,1522
7736,Jeffrey Williams,In the Arms of the Sea,1912,205
7737,Laura Hernandez,In the Arms of the Sea,1567,1374
7738,Helen Hernandez,Knight's Code,1571,1487
7739,Ernest Torres,Shadows of the Night,1732,2840
7740,Richard Freeman,Secret Key,1847,3444
7741,Deanna Owens,Midnight Carnival,1901,593
7742,John Ryan,Witch of Blackbird Pond,1712,3804
7743,Connie Howell,Rising Sun,1527,4497
7744,Patrick Hall,Lord of the Rings,1627,1612
7745,Leonard Stevenson,Handmaid's Tale,1902,3410
7746,William Doyle,Midnight Serenade,1956,950
7747,Daniel Craig,Girl with the Sapphire Eyes,1898,3746
7748,Wilma Jackson,Queen's Gambit,1776,450
7749,William Ortiz,Shades of Grey,1905,4017
7750,Edward May,Twist of Fate,1744,718
7751,Teresa Ray,Hunger Games,1797,547
7752,Laura Hernandez,Giver,1501,1955
7753,Tyrone Evans,Emerald Isle,1599,4282
7754,Megan Knight,Lost Kingdom,1579,1755
7755,Connie Howell,Phantom of the Opera,1711,4306
7756,Helen Hernandez,Emerald City,1912,2824
7757,William Doyle,Beyond the Horizon,1603,4040
7758,Deanna Owens,Emerald City,1617,1382
7759,Gregory Gibbs,Moonlit Path,1664,131
7760,Melissa Hall,Golden Child,1811,732
7761,Anthony Lee,White Queen,1885,3567
7762,Derrick Brady,Art of Deception,1904,2984
7763,Janet Baldwin,Road,1752,3494
7764,Wendy Walton,Silence of the Lambs,1607,1824
7765,Richard Freeman,Edge of Tomorrow,1725,1148
7766,Kelly Franklin,Moonlit Path,1673,696
7767,Howard Jenkins,Book Thief,1852,1692
7768,Anthony Lee,Road,1821,2158
7769,Nancy Horton,Silver Lining,1824,1882
7770,Linda Ward,Pirate's Treasure,1687,4573
7771,William Ortiz,Secret Key,1570,4399
7772,Ann Henderson,Whispering Wind,1810,3239
7773,Wayne Morrison,River of Dreams,1922,872
7774,James Hill,Girl with the Sapphire Eyes,1726,2774
7775,Victor Davis,Girl with the Dragon Tattoo,1672,874
7776,Michelle Wis,Night Circus,1608,2159
7777,Thomas Cain,Girl on the Train,1556,4662
7778,Delores Brown,Cursed Castle,1977,3642
7779,Connie Howell,Dragon's Eye,1660,3751
7780,John Ryan,Pirate's Treasure,1716,3345
7781,Carol Sullivan,Silver Lining,2012,4679
7782,Patricia Meyer,Fault in Our Stars,1714,913
7783,Connie Howell,Song of Achilles,1964,3382
7784,Michelle Wis,Catcher in the Rye,1753,960
7785,Connie Howell,Enchanted Castle,1834,469
7786,Sandra Craig,Witching Hour,1821,3349
7787,Daniel Craig,Girl with the Dragon Tattoo,1911,620
7788,Kelly Franklin,Secret Garden,1762,3243
7789,Christine Miles,Golden Compass,1609,2502
7790,Tracey Walker,Sands of Time,1877,4597
7791,Gary Johnson,Dragon's Roar,1708,1826
7792,William Hamilton,Lovely Bones,1977,3672
7793,Kevin Ellis,Silence of the Lambs,1960,4155
7794,Robert Barrett,Lost Kingdom,1969,1546
7795,William Ortiz,Warrior's Heart,1565,936
7796,Timothy Griffin,Blood Red Rose,1726,1320
7797,Deanna Owens,Shadow of the Moon,1755,4132
7798,Deanna Owens,Tears of a Clown,1615,2547
7799,Rita Powell,Shades of Grey,1811,3395
7800,Daniel Craig,Shadow of the Moon,1791,3428
7801,William Ortiz,Lost Kingdom,1534,1628
7802,James Ross,Dragon's Roar,1974,4674
7803,Rosemary Wright,White Queen,2007,1609
7804,Lydia Martinez,Lord of the Rings,1791,1874
7805,Lisa Rios,Catcher in the Rye,1699,1216
7806,Eric Davis,Art of Deception,1701,2154
7807,Cindy Gilbert,Enchanted Castle,1790,528
7808,Robert Barrett,Girl on the Train,1847,3726
7809,Anthony Lee,Mirror of Truth,1659,3671
7810,Michael Patterson,Shac,1683,830
7811,Thomas Cain,Rising Sun,1712,3272
7812,Gary Johnson,Golden Child,1755,353
7813,Teresa Ray,Shades of Grey,1923,1590
7814,Juan Thompson,White Queen,1935,1564
7815,Eric Davis,River of Dreams,1657,1707
7816,Sherry Bennett,Emerald City,1733,3567
7817,Ted Smith,Emerald Isle,1867,3856
7818,Jeffrey Bowers,Whispers in the Dark,1933,2711
7819,Linda Ward,Midnight Garden,1920,261
7820,Albert Mills,Dance with Destiny,1707,1697
7821,Tracey Walker,Last Train Home,1853,4226
7822,Cindy Gilbert,Midnight Garden,1797,4710
7823,Virginia Jackson,Valley of Dreams,1576,4504
7824,Lauren Holland,Valley of Dreams,1909,3643
7825,Daniel Craig,Edge of Tomorrow,1710,2171
7826,Kelly Franklin,Art of Deception,1993,1281
7827,Richard Garcia,Silent Forest,1539,3539
7828,Patricia Simpson,Mask of Deception,1507,3601
7829,Frances Rose,Forbidden Forest,1657,1824
7830,Emily Moore,Secret Garden,2003,822
7831,William Ortiz,Maze Runner,1918,612
7832,Connie Howell,Mists of Avalon,1681,517
7833,Gregory Gibbs,Lovely Bones,1922,2725
7834,Gregory Gibbs,Queen's Gambit,1503,3025
7835,Jessie Bowman,Da Vinci Code,1889,1502
7836,Michael Smith,Dark Tower,1752,4727
7837,Richard Freeman,Queen's Necklace,1508,4144
7838,Gary Johnson,Shadows of the Night,2005,2626
7839,Bernard Brown,Crown of Thorns,1854,3737
7840,Albert Mills,Lost Kingdom,1969,1621
7841,William Ortiz,Maze Runner,1800,3937
7842,Beatrice Ortiz,Hunger Games,1590,1814
7843,Ernest Torres,Crown of Thorns,1786,3360
7844,Maria Webb,Forbidden Forest,1650,887
7845,Helen Hernandez,Cursed Castle,1924,4125
7846,Derrick Brady,Witch of Blackbird Pond,1990,3360
7847,Kenneth May,Secret Garden,1830,1938
7848,Deanna Owens,Blood Red Rose,1673,1739
7849,Patricia Simpson,Dragon's Lair,1823,2375
7850,Jessie Bowman,Lighthouse Keeper,1852,4338
7851,Edward May,Midnight Serenade,1711,2228
7852,Thomas Cain,Black Cat,1936,2694
7853,Jessie Bowman,Moonlit Path,1556,4863
7854,Michael Patterson,Secret Key,1658,1441
7855,Richard Garcia,Kite Runner,1833,1849
7856,Bernard Brown,Song of Ice and Fire,1682,4928
7857,Ted Smith,Shadow of the Moon,1642,1072
7858,John Ryan,Sands of Time,1994,4211
7859,John Ryan,Girl with the Dragon Tattoo,1604,4132
7860,Anthony Davis,Martian,1929,2992
7861,Anthony Lee,Dark Tower,1551,1571
7862,Carole Kelly,Secrets We Keep,1586,2634
7863,Janet Baldwin,Rising Sun,1622,3097
7864,Ernest Torres,Witch of Blackbird Pond,1613,3318
7865,Linda Ward,Book of Miracles,1665,1324
7866,Kelly Franklin,Catcher in the Rye,2007,3367
7867,Albert Mills,Book of Miracles,1890,3536
7868,Janet Baldwin,Lost Kingdom,1933,3502
7869,Sherry Bennett,Help,1633,575
7870,Rita Powell,Midnight Serenade,1648,3425
7871,Rosemary Lucas,Sands of Time,2013,2353
7872,Juan Thompson,Golden Compass,1604,2418
7873,Lauren Holland,Martian,1611,1423
7874,Anthony Davis,Blood of Our Fathers,1870,1022
7875,Bernard Brown,Secret Key,1632,260
7876,Michael Smith,Book Thief,1962,1468
7877,Randy Parker,Alchemist,1803,2694
7878,Howard Jenkins,River of Dreams,1768,849
7879,Christine Miles,Knight's Code,1552,185
7880,Jessie Bowman,White Queen,1634,2529
7881,Edward May,Lost Kingdom,1624,2304
7882,Thomas Simmons,Twist of Fate,1572,4735
7883,Jacqueline Brown,Rising Sun,1692,2073
7884,Carol Sullivan,Book Thief,1589,2152
7885,Kimberly Medina,Enchanted Princess,1542,546
7886,Wayne Morrison,Queen's Necklace,1734,1437
7887,Emily Moore,Night Circus,1538,2985
7888,James Ross,Midnight Serenade,1667,4022
7889,Victor Davis,Da Vinci Code,1941,4307
7890,Edward May,Kite Runner,1951,204
7891,Jacqueline Brown,Fault in Our Stars,1744,4976
7892,Carole Kelly,Silence of the Lambs,1767,935
7893,Rosemary Wright,Lord of the Rings,1531,3072
7894,Juan Thompson,Silence of the Lambs,1704,4172
7895,Rita Powell,Witch of Blackbird Pond,1540,4900
7896,Ann Henderson,Beyond the Horizon,1764,2934
7897,Christine Miles,Glass Castle,1595,2476
7898,Christine Miles,Heart of the Forest,1722,3289
7899,Evelyn Smith,Whispers in the Dark,1977,4484
7900,Edward May,Midnight Carnival,1529,339
7901,Connie Howell,Enchanted Castle,1641,3463
7902,Laura Hernandez,Catcher in the Rye,1851,2099
7903,Victor Davis,Shadow of the Moon,1973,2043
7904,Ann Henderson,Road,1821,3638
7905,Megan Knight,Glass Castle,1766,2284
7906,Michael Patterson,Catcher in the Rye,1555,4486
7907,Connie Howell,Midnight Carnival,1506,918
7908,Rosemary Lucas,Secret Society,1838,172
7909,Delores Brown,Sands of Time,1816,1214
7910,Ann Henderson,Lighthouse Keeper,1983,3410
7911,Emily Moore,Lost Kingdom,1857,2415
7912,Jeffrey Bowers,Shades of Grey,1535,2065
7913,Juan Thompson,Blood of Our Fathers,1745,3189
7914,Albert Mills,Beyond the Horizon,1776,4695
7915,Albert Mills,Whispering Wind,1837,3219
7916,Mary Abbott,Art of Deception,1900,2053
7917,Paul White,Golden Compass,1565,2597
7918,Howard Jenkins,Moonlit Path,1873,1943
7919,Lydia Martinez,Tears of a Clown,1615,344
7920,Leah Manning,Secrets We Keep,1581,2629
7921,Michelle Wis,Warrior's Heart,1571,2783
7922,Kimberly Medina,Book Thief,1692,3690
7923,Patricia Simpson,Crown of Thorns,1910,3620
7924,Rita Powell,Valley of Dreams,1661,560
7925,Tracey Walker,Warrior's Heart,1628,3533
7926,Charles Johnson,Night Circus,1709,3849
7927,Maria Webb,Ruby Red Door,1950,777
7928,Michael Martinez,Enigma of Love,1837,3156
7929,Laura Hernandez,Help,1932,4270
7930,Wilma Jackson,Mists of Avalon,1741,2301
7931,Emily Moore,Cursed Castle,2023,1230
7932,Ella Harrison,Twist of Fate,1911,2778
7933,Mary Graham,Witching Hour,1748,4685
7934,Thomas Cain,Glass Castle,1674,910
7935,Patricia Meyer,Forbidden Forest,1721,3704
7936,Lisa Rios,Midnight Garden,1530,1682
7937,Diana Terry,Dance with Destiny,1616,4925
7938,Leonard Stevenson,Secrets We Keep,1563,570
7939,Teresa Ray,Blood Red Rose,1969,1463
